version,doi,id,v01,v02,v03,v04,v05,v06,v07,v08,v10,v11,v12_01,v12_02,v12_03,v12_04,v12_05,v12_06,v12_07,v12_08,v12_09,v12_10,v12_11,v13,v14,v15,v16,v17,v18,v19,v20,v21
1.0 (2020-12-01),doi:10.11587/XJZPCU,1064,373,Deshalb muss sich die Politik verstärkt in der Verbesserung der infrastrukturellen und gesetzlichen Voraussetzungen für den Sport im Allgemeinen und den organisierten Vereinssport im Besonderen engagieren.,SPÖ für Engagement der Politik für gesetzliche Voraussetzungen für den Vereinssport,19,1100000,1,0,1,11954,0,1,2,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1065,374,"Die SPÖ bekennt sich klar zum autonomen, selbstverwalteten Sport und wird",SPÖ für autonomen Sport,19,1100000,1,0,1,11952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1066,374,"Die SPÖ bekennt sich klar zum autonomen, selbstverwalteten Sport und wird",SPÖ für selbstverwalteten Sport,19,1100000,1,0,1,11952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1067,374,"Die SPÖ bekennt sich klar zum autonomen, selbstverwalteten Sport und wird",SPÖ für,19,1100000,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1068,375,"- die Finanzierung des autonomen Sports sichern,",SPÖ für Finanzierung des autonomen Sports,19,1100000,1,0,1,11952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1069,376,"- Initiativen zur Aktivierung der sportlich nicht-aktiven ÖsterreicherInnen setzen,",SPÖ für Aktivierung der unsportlichen Österreicher,19,1100000,1,0,1,11952,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1070,376,"- Initiativen zur Aktivierung der sportlich nicht-aktiven ÖsterreicherInnen setzen,",SPÖ für Sportinitiativen,19,1100000,1,0,1,11952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1071,377,"- den freien Zugang zu Sporteinrichtungen der öffentlichen Hand sichern,",SPÖ für freien Zugang zu Sporteinrichtungen der öffentlichen Hand,19,1100000,1,0,1,11952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1072,378,"- Bewegung und Sport in den Schulen forcieren,",SPÖ für Forcierung von Sport in Schulen,19,1100000,1,0,1,11952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1073,378,"- Bewegung und Sport in den Schulen forcieren,",SPÖ für Forcierung von Bewegung in Schulen,19,1100000,1,0,1,11952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1074,379,"- Sozialisierung und Integration im Vereinssport fördern,",SPÖ für Förderung von Sozialisierung im Vereinssport,19,1100000,1,0,1,11954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1075,379,"- Sozialisierung und Integration im Vereinssport fördern,",SPÖ für Förderung von Integration im Vereinssport,19,1100000,1,0,1,22302,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1076,380,"- die Vorbildfunktion des Spitzensports unterstützen, insbesondere rund um Großveranstaltungen (z. B. EM 2008), die auch wichtige Wirtschaftsimpulse darstellen,",SPÖ für Vorbildfunktion des Spitzensports,19,1100000,1,0,1,11953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1077,380,"- die Vorbildfunktion des Spitzensports unterstützen, insbesondere rund um Großveranstaltungen (z. B. EM 2008), die auch wichtige Wirtschaftsimpulse darstellen,",SPÖ für Unterstützung der Sport-Großveranstaltungen als Wirtschaftsimpulse,19,1100000,1,0,1,11953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1078,380,"- die Vorbildfunktion des Spitzensports unterstützen, insbesondere rund um Großveranstaltungen (z. B. EM 2008), die auch wichtige Wirtschaftsimpulse darstellen,",SPÖ für Unterstützung der EM 2008 als Wirtschaftsimpuls,19,1100000,1,0,1,11953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1079,381,"- Sicherheit und Fair Play bei derartigen Großereignissen in den Vordergrund stellen,",SPÖ für Sicherheit bei Sport-Großereignissen,19,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1080,381,"- Sicherheit und Fair Play bei derartigen Großereignissen in den Vordergrund stellen,",SPÖ für Fair-Play bei Sport-Großereignissen,19,1100000,1,0,1,11953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1081,382,- Gender-Mainstreaming auch im Sport verwirklichen.,SPÖ für Gender Mainstreaming,19,1100000,1,0,1,19113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1082,382,- Gender-Mainstreaming auch im Sport verwirklichen.,SPÖ für Gender Mainstreaming im Sport,19,1100000,1,0,1,19113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1083,383,Projekt 15: Die Sicherheit der Bevölkerung in Österreich verbessern,SPÖ für Projekt 15,20,1100000,1,0,1,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1084,383,Projekt 15: Die Sicherheit der Bevölkerung in Österreich verbessern,SPÖ für mehr Sicherheit der Bevölkerung,20,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1085,384,Selbstverständlich besteht Sicherheit aus sozialdemokratischer Sicht nicht nur aus der Sicherheitsvorsorge durch die Exekutive.,SPÖ für Sicherheitsvorsorge durch Exekutive,20,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1086,385,"Nur eine Politik, die der Arbeitslosigkeit, der Ausgrenzung und der Armut entgegenwirkt, schafft die Voraussetzung für sozialen Zusammenhalt.",SPÖ für Politik gegen Arbeitslosigkeit,20,1100000,1,0,-1,10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1087,385,"Nur eine Politik, die der Arbeitslosigkeit, der Ausgrenzung und der Armut entgegenwirkt, schafft die Voraussetzung für sozialen Zusammenhalt.",SPÖ für Politik gegen Armut,20,1100000,1,0,-1,11113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1088,385,"Nur eine Politik, die der Arbeitslosigkeit, der Ausgrenzung und der Armut entgegenwirkt, schafft die Voraussetzung für sozialen Zusammenhalt.",SPÖ für Politik gegen Ausgrenzung,20,1100000,1,0,1,11103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1089,385,"Nur eine Politik, die der Arbeitslosigkeit, der Ausgrenzung und der Armut entgegenwirkt, schafft die Voraussetzung für sozialen Zusammenhalt.",SPÖ für sozialen Zusammenhalt,20,1100000,1,0,1,11103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1090,386,"Dass Menschen am gesellschaftlichen Leben teilhaben können, ist eine entscheidende Vorbedingung für die erfolgreiche und wertvolle Arbeit der Exekutive.",SPÖ für Teilhabe der Menschen am gesellschaftlichen Leben,20,1100000,1,0,1,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1091,386,"Dass Menschen am gesellschaftlichen Leben teilhaben können, ist eine entscheidende Vorbedingung für die erfolgreiche und wertvolle Arbeit der Exekutive.",SPÖ für erfolgreiche Arbeit der Exekutive,20,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1092,386,"Dass Menschen am gesellschaftlichen Leben teilhaben können, ist eine entscheidende Vorbedingung für die erfolgreiche und wertvolle Arbeit der Exekutive.",SPÖ für wertvolle Arbeit der Exekutive,20,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1093,387,Die Ursachen von Kriminalität zu bekämpfen ist ebenso wichtig wie das konsequente Vorgehen gegen Kriminalität.,SPÖ für Bekämpfung von Kriminalitätsursachen,20,1100000,1,0,1,14401,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1094,387,Die Ursachen von Kriminalität zu bekämpfen ist ebenso wichtig wie das konsequente Vorgehen gegen Kriminalität.,SPÖ für Kriminalitätsbekämpfung,20,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1095,388,Die SPÖ wird,SPÖ für,20,1100000,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1096,389,"- dafür sorgen, dass die Sicherheitsexekutive wieder zu einem erfolgreichen Sicherheitspartner für die österreichische Bevölkerung werden kann und eine Steigerung des Sicherheitsgefühls gewährleistet ist,",SPÖ für Sicherheitsexekutive,20,1100000,1,0,1,14202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1097,389,"- dafür sorgen, dass die Sicherheitsexekutive wieder zu einem erfolgreichen Sicherheitspartner für die österreichische Bevölkerung werden kann und eine Steigerung des Sicherheitsgefühls gewährleistet ist,",SPÖ für Sicherheitspartner für die Bevölkerung,20,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1098,389,"- dafür sorgen, dass die Sicherheitsexekutive wieder zu einem erfolgreichen Sicherheitspartner für die österreichische Bevölkerung werden kann und eine Steigerung des Sicherheitsgefühls gewährleistet ist,",SPÖ für besseres Sicherheitsgefühl,20,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1099,390,"- in den Grenzbezirken Fachinspektionen schaffen, damit auch nach Wegfall der Schengen-Außengrenzen ausreichende Kontrolle gegeben ist,",SPÖ für Fachinspektionen in den Grenzgebieten,20,1100000,1,0,1,14202,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1100,390,"- in den Grenzbezirken Fachinspektionen schaffen, damit auch nach Wegfall der Schengen-Außengrenzen ausreichende Kontrolle gegeben ist,",SPÖ für Kontrolle in Grenzgebieten nach Wegfall der Schengen-Außengrenze,20,1100000,1,0,1,14202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1101,390,"- in den Grenzbezirken Fachinspektionen schaffen, damit auch nach Wegfall der Schengen-Außengrenzen ausreichende Kontrolle gegeben ist,",SPÖ für Kontrolle in den Grenzgebieten,20,1100000,1,0,1,14202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1102,391,"- qualitativ hochwertige Ausbildung, Arbeitsbedingungen, aber auch die spezifischen Risiken des Exekutivdiensts einheitlich regeln bzw. berücksichtigen,",SPÖ für einheitliche Regelung der Ausbildung der Exekutive,20,1100000,1,0,1,14201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1103,391,"- qualitativ hochwertige Ausbildung, Arbeitsbedingungen, aber auch die spezifischen Risiken des Exekutivdiensts einheitlich regeln bzw. berücksichtigen,",SPÖ für einheitliche Regelung der Arbeitsbedingungen der Exekutive,20,1100000,1,0,1,14201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1104,391,"- qualitativ hochwertige Ausbildung, Arbeitsbedingungen, aber auch die spezifischen Risiken des Exekutivdiensts einheitlich regeln bzw. berücksichtigen,",SPÖ für einheitliche Regelung der Risiken der Exekutive,20,1100000,1,0,1,14201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1105,391,"- qualitativ hochwertige Ausbildung, Arbeitsbedingungen, aber auch die spezifischen Risiken des Exekutivdiensts einheitlich regeln bzw. berücksichtigen,",SPÖ für Berücksichtigung der Ausbildung der Exekutive,20,1100000,1,0,1,14201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1106,391,"- qualitativ hochwertige Ausbildung, Arbeitsbedingungen, aber auch die spezifischen Risiken des Exekutivdiensts einheitlich regeln bzw. berücksichtigen,",SPÖ für Berücksichtigung der Arbeitsbedingungen der Exekutive,20,1100000,1,0,1,14201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1107,391,"- qualitativ hochwertige Ausbildung, Arbeitsbedingungen, aber auch die spezifischen Risiken des Exekutivdiensts einheitlich regeln bzw. berücksichtigen,",SPÖ für Berücksichtigung der Risiken der Exekutive,20,1100000,1,0,1,14201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1108,392,"- auf neue Kriminalitätsformen richtig und effizient reagieren, Kriminaltourismus bekämpfen,",SPÖ für richtige Reaktion auf neue Kriminalitätsformen,20,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1109,392,"- auf neue Kriminalitätsformen richtig und effizient reagieren, Kriminaltourismus bekämpfen,",SPÖ für effiziente Reaktion auf neue Kriminalitätsformen,20,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1110,392,"- auf neue Kriminalitätsformen richtig und effizient reagieren, Kriminaltourismus bekämpfen,",SPÖ für Bekämpfung des Kriminaltourismus,20,1100000,1,0,-1,22604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1111,393,"- insbesondere zur Bekämpfung von Terrorismus und organisierter Kriminalität entsprechende Voraussetzungen schaffen, wobei die Wahrung der Grundrechte ein wesentlicher Bestandteil eines umfassenden Sicherheitskonzepts ist,",SPÖ für Bekämpfung des Terrorismus,20,1100000,1,0,-1,14601,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1112,393,"- insbesondere zur Bekämpfung von Terrorismus und organisierter Kriminalität entsprechende Voraussetzungen schaffen, wobei die Wahrung der Grundrechte ein wesentlicher Bestandteil eines umfassenden Sicherheitskonzepts ist,",SPÖ für Bekämpfung von organisierter Kriminalität,20,1100000,1,0,-1,14102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1113,393,"- insbesondere zur Bekämpfung von Terrorismus und organisierter Kriminalität entsprechende Voraussetzungen schaffen, wobei die Wahrung der Grundrechte ein wesentlicher Bestandteil eines umfassenden Sicherheitskonzepts ist,",SPÖ für Schaffung von Voraussetzungen in der Sicherheit,20,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1114,393,"- insbesondere zur Bekämpfung von Terrorismus und organisierter Kriminalität entsprechende Voraussetzungen schaffen, wobei die Wahrung der Grundrechte ein wesentlicher Bestandteil eines umfassenden Sicherheitskonzepts ist,",SPÖ für Grundrechte,20,1100000,1,0,1,19801,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1115,393,"- insbesondere zur Bekämpfung von Terrorismus und organisierter Kriminalität entsprechende Voraussetzungen schaffen, wobei die Wahrung der Grundrechte ein wesentlicher Bestandteil eines umfassenden Sicherheitskonzepts ist,",SPÖ für Sicherheitskonzept,20,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1116,394,"- die Internetkriminalität von Kinderpornographie bis Neonazismus besonders intensiv bekämpfen,",SPÖ gegen Internetkriminalität,20,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1117,394,"- die Internetkriminalität von Kinderpornographie bis Neonazismus besonders intensiv bekämpfen,",SPÖ gegen Kinderpornografie im Internet,20,1100000,1,0,1,14303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1118,394,"- die Internetkriminalität von Kinderpornographie bis Neonazismus besonders intensiv bekämpfen,",SPÖ gegen Neonazismus im Internet,20,1100000,1,0,-1,19603,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1119,395,"- das NS-Verbotsgesetz beibehalten sowie dem Bereich Rechtsextremismus verstärkte Aufmerksamkeit widmen,",SPÖ für NS-Verbotsgesetzt,20,1100000,1,0,-1,19603,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1120,395,"- das NS-Verbotsgesetz beibehalten sowie dem Bereich Rechtsextremismus verstärkte Aufmerksamkeit widmen,",SPÖ gegen Rechtsextremismus,20,1100000,1,0,-1,19603,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
1.0 (2020-12-01),doi:10.11587/XJZPCU,1121,396,"- einen Schwerpunkt auf Maßnahmen zur Prävention setzen,",SPÖ für Schwerpunkt bei der Sicherheit,20,1100000,1,0,-1,14101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9900000,1,,2006,1100000,Den Wohlstand gerecht verteilen. 20 Projekte für mehr Fairness in Österreich. Wahlmanifest der Sozialdemokratischen Partei Österreichs
